Country 1	Country 2	Weight
GRC	PRT	2
GRC	ESP	2
GRC	SWE	2
GRC	CHE	2
GRC	TUR	2
GRC	GBR	18
GRC	USA	24
GRC	HUN	5
GRC	KOR	1
GRC	POL	7
GRC	CHN	1
GRC	IND	2
GRC	ISR	2
ISL	DNK	2
ISL	FIN	2
ISL	FRA	2
ISL	DEU	8
ISL	GRC	1
ISL	ITA	4
ISL	JPN	1
ISL	NLD	1
ISL	NOR	1
ISL	PRT	4
ISL	ESP	3
ISL	SWE	2
ISL	CHE	3
ISL	GBR	13
ISL	USA	17
ISL	POL	2
IRL	AUS	5
IRL	AUT	4
IRL	BEL	36
IRL	CAN	7
IRL	DNK	5
IRL	FIN	3
IRL	FRA	63
IRL	DEU	70
IRL	GRC	3
IRL	ITA	22
IRL	JPN	3
IRL	NLD	39
IRL	NOR	4
IRL	PRT	2
IRL	ESP	8
IRL	SWE	9
IRL	CHE	5
IRL	GBR	302
IRL	USA	37
IRL	MEX	6
IRL	POL	1
IRL	BRA	1
IRL	IND	1
IRL	ISR	1
IRL	ZAF	2
ITA	AUS	42
ITA	AUT	186
ITA	BEL	216
ITA	CAN	43
ITA	DNK	47
ITA	FIN	31
ITA	FRA	1057
ITA	DEU	1245
ITA	GRC	75
ITA	HUN	22
ITA	ISL	2
ITA	IRL	22
ITA	JPN	59
ITA	NLD	239
ITA	NOR	26
ITA	PRT	42
ITA	ESP	130
ITA	SWE	69
ITA	CHE	285
ITA	TUR	35
ITA	GBR	395
ITA	USA	344
ITA	KOR	8
ITA	MEX	29
ITA	NZL	5
ITA	POL	32
ITA	BRA	33
ITA	CHL	9
ITA	CHN	21
ITA	COL	12
ITA	IND	20
ITA	ISR	24
ITA	ZAF	49
JPN	AUS	288
JPN	AUT	49
JPN	BEL	118
JPN	CAN	199
JPN	DNK	37
JPN	FIN	42
JPN	FRA	231
JPN	DEU	478
JPN	GRC	98
JPN	HUN	9
JPN	ISL	3
JPN	IRL	24
JPN	ITA	108
JPN	NLD	172
JPN	NOR	41
JPN	PRT	22
JPN	ESP	55
JPN	SWE	66
JPN	CHE	97
JPN	TUR	16
JPN	GBR	315
JPN	USA	2647
JPN	KOR	447
JPN	LUX	1
JPN	MEX	102
JPN	NZL	56
JPN	POL	19
JPN	BRA	93
JPN	CHL	39
JPN	CHN	424
JPN	COL	42
JPN	IND	76
JPN	ISR	9
JPN	ZAF	150
NLD	AUS	19
NLD	AUT	55
NLD	BEL	926
NLD	CAN	19
NLD	DNK	116
NLD	FIN	33
NLD	FRA	609
NLD	DEU	1790
NLD	GRC	34
NLD	HUN	13
NLD	ISL	8
NLD	IRL	26
NLD	ITA	347
NLD	JPN	32
NLD	KOR	5
NLD	MEX	9
NLD	NOR	53
NLD	PRT	26
NLD	ESP	64
NLD	SWE	108
NLD	CHE	136
NLD	TUR	17
NLD	GBR	485
NLD	USA	154
NLD	NZL	5
NLD	POL	21
NLD	BRA	17
NLD	CHL	4
NLD	CHN	12
NLD	COL	2
NLD	IND	18
NLD	ISR	13
NLD	ZAF	22
NOR	AUS	4
NOR	AUT	7
NOR	BEL	16
NOR	CAN	6
NOR	DNK	66
NOR	FIN	27
NOR	FRA	105
NOR	DEU	355
NOR	GRC	8
NOR	HUN	2
NOR	ISL	6
NOR	IRL	4
NOR	ITA	23
NOR	JPN	15
NOR	KOR	1
NOR	MEX	3
NOR	NLD	88
NOR	PRT	3
NOR	ESP	8
NOR	SWE	142
NOR	CHE	11
NOR	TUR	3
NOR	GBR	598
NOR	USA	46
NOR	POL	6
NOR	BRA	8
NOR	CHL	1
NOR	CHN	7
NOR	COL	1
NOR	IND	3
NOR	ISR	1
NOR	ZAF	8
PRT	AUS	1
PRT	AUT	5
PRT	BEL	12
PRT	CAN	4
PRT	DNK	7
PRT	FIN	6
PRT	FRA	43
PRT	DEU	55
PRT	GRC	1
PRT	ISL	2
PRT	IRL	3
PRT	ITA	25
PRT	JPN	5
PRT	NLD	18
PRT	NOR	8
PRT	ESP	14
PRT	SWE	18
PRT	CHE	18
PRT	TUR	1
PRT	GBR	58
PRT	USA	22
PRT	BRA	4
PRT	IND	1
PRT	ISR	1
PRT	ZAF	2
ESP	AUS	6
ESP	AUT	9
ESP	BEL	46
ESP	CAN	13
ESP	DNK	13
ESP	FIN	12
ESP	FRA	324
ESP	DEU	204
ESP	GRC	8
ESP	HUN	3
ESP	IRL	8
ESP	ITA	132
ESP	JPN	32
ESP	KOR	2
ESP	MEX	35
ESP	NLD	57
ESP	NZL	1
ESP	NOR	11
ESP	POL	5
ESP	PRT	43
ESP	ISL	1
ESP	SWE	17
ESP	CHE	30
ESP	TUR	8
ESP	GBR	122
ESP	USA	96
ESP	BRA	15
ESP	CHL	12
ESP	CHN	5
ESP	COL	13
ESP	IND	6
ESP	ISR	2
ESP	ZAF	8
SWE	AUS	29
SWE	AUT	37
SWE	BEL	83
SWE	CAN	29
SWE	DNK	206
SWE	FIN	157
SWE	FRA	172
SWE	DEU	325
SWE	GRC	15
SWE	HUN	9
SWE	ISL	6
SWE	IRL	15
SWE	ITA	103
SWE	JPN	39
SWE	KOR	3
SWE	MEX	15
SWE	NLD	118
SWE	NZL	3
SWE	NOR	236
SWE	POL	22
SWE	PRT	18
SWE	ESP	32
SWE	CHE	59
SWE	TUR	5
SWE	GBR	251
SWE	USA	135
SWE	BRA	12
SWE	CHL	2
SWE	CHN	7
SWE	COL	5
SWE	IND	9
SWE	ISR	5
SWE	ZAF	15
CHE	AUS	17
CHE	AUT	102
CHE	BEL	78
CHE	CAN	37
CHE	DNK	27
CHE	FIN	21
CHE	FRA	253
CHE	DEU	506
CHE	GRC	11
CHE	HUN	14
CHE	ISL	1
CHE	IRL	6
CHE	ITA	206
CHE	JPN	89
CHE	KOR	6
CHE	MEX	18
CHE	NLD	84
CHE	NZL	3
CHE	NOR	23
CHE	POL	14
CHE	PRT	26
CHE	ESP	45
CHE	SWE	52
CHE	TUR	13
CHE	GBR	156
CHE	USA	179
CHE	BRA	25
CHE	CHL	4
CHE	CHN	12
CHE	COL	6
CHE	IND	11
CHE	ISR	44
CHE	ZAF	25
TUR	AUT	5
TUR	BEL	5
TUR	CAN	1
TUR	DNK	1
TUR	FRA	18
TUR	DEU	49
TUR	GRC	1
TUR	HUN	3
TUR	ITA	23
TUR	JPN	3
TUR	KOR	1
TUR	NLD	8
TUR	POL	8
TUR	PRT	3
TUR	ESP	4
TUR	SWE	3
TUR	CHE	6
TUR	FIN	1
TUR	IRL	1
TUR	NOR	1
TUR	GBR	8
TUR	USA	10
TUR	ISR	1
GBR	AUS	157
GBR	AUT	56
GBR	BEL	508
GBR	CAN	140
GBR	DNK	194
GBR	FIN	112
GBR	FRA	607
GBR	DEU	1044
GBR	GRC	40
GBR	HUN	13
GBR	ISL	8
GBR	IRL	472
GBR	ITA	367
GBR	JPN	163
GBR	KOR	20
GBR	MEX	37
GBR	NLD	539
GBR	NZL	49
GBR	NOR	211
GBR	POL	57
GBR	PRT	69
GBR	ESP	134
GBR	SWE	326
GBR	CHE	251
GBR	TUR	25
GBR	USA	911
GBR	BRA	42
GBR	CHL	11
GBR	CHN	33
GBR	COL	8
GBR	IND	103
GBR	ISR	45
GBR	ZAF	195
USA	AUS	368
USA	AUT	69
USA	BEL	555
USA	CAN	3434
USA	DNK	101
USA	FIN	75
USA	FRA	894
USA	DEU	1171
USA	GRC	40
USA	HUN	7
USA	ISL	8
USA	IRL	81
USA	ITA	577
USA	JPN	2037
USA	KOR	390
USA	MEX	1262
USA	NLD	562
USA	NZL	50
USA	NOR	113
USA	POL	59
USA	PRT	86
USA	ESP	372
USA	SWE	199
USA	CHE	204
USA	TUR	33
USA	GBR	1177
USA	BRA	362
USA	CHL	113
USA	CHN	313
USA	COL	145
USA	IND	141
USA	ISR	170
USA	ZAF	205
BEL	AUS	13
BEL	AUT	40
BEL	CAN	18
BEL	DNK	56
BEL	FIN	22
BEL	FRA	939
BEL	DEU	1120
BEL	GRC	17
BEL	ISL	2
BEL	IRL	19
BEL	ITA	296
BEL	JPN	31
BEL	NLD	752
BEL	NOR	48
BEL	PRT	24
BEL	ESP	45
BEL	SWE	91
BEL	CHE	125
BEL	TUR	12
BEL	GBR	501
BEL	USA	160
HUN	AUS	1
HUN	AUT	28
HUN	CAN	2
HUN	DNK	4
HUN	FIN	5
HUN	FRA	16
HUN	DEU	83
HUN	GRC	6
HUN	ITA	32
HUN	JPN	1
HUN	NLD	10
HUN	NOR	2
HUN	ESP	2
HUN	SWE	8
HUN	CHE	8
HUN	TUR	5
HUN	GBR	8
HUN	USA	9
KOR	AUS	16
KOR	AUT	6
KOR	CAN	30
KOR	DNK	7
KOR	FIN	3
KOR	FRA	32
KOR	DEU	84
KOR	GRC	5
KOR	ISL	1
KOR	IRL	3
KOR	ITA	23
KOR	JPN	252
KOR	NLD	25
KOR	NOR	3
KOR	PRT	1
KOR	ESP	8
KOR	SWE	12
KOR	CHE	6
KOR	TUR	1
KOR	GBR	47
KOR	USA	355
LUX	AUT	2
MEX	AUS	2
MEX	AUT	2
MEX	CAN	25
MEX	DNK	1
MEX	FIN	1
MEX	FRA	35
MEX	DEU	27
MEX	ITA	24
MEX	JPN	78
MEX	NLD	9
MEX	PRT	1
MEX	ESP	106
MEX	SWE	3
MEX	CHE	4
MEX	GBR	22
MEX	USA	1048
NZL	AUS	57
NZL	AUT	1
NZL	CAN	10
NZL	DNK	2
NZL	FIN	1
NZL	FRA	14
NZL	DEU	13
NZL	GRC	4
NZL	IRL	2
NZL	ITA	10
NZL	JPN	69
NZL	NLD	3
NZL	NOR	1
NZL	PRT	1
NZL	ESP	3
NZL	SWE	1
NZL	CHE	1
NZL	GBR	89
NZL	USA	58
POL	AUS	2
POL	AUT	20
POL	CAN	5
POL	DNK	28
POL	FIN	22
POL	FRA	49
POL	DEU	115
POL	GRC	6
POL	IRL	5
POL	ITA	48
POL	JPN	5
POL	NLD	14
POL	NOR	12
POL	PRT	1
POL	ESP	9
POL	SWE	23
POL	CHE	12
POL	TUR	3
POL	GBR	38
POL	USA	35
BRA	AUS	9
BRA	AUT	13
BRA	CAN	25
BRA	DNK	15
BRA	FIN	9
BRA	FRA	99
BRA	DEU	134
BRA	GRC	13
BRA	ISL	1
BRA	IRL	3
BRA	ITA	81
BRA	JPN	130
BRA	NLD	63
BRA	NOR	15
BRA	PRT	13
BRA	ESP	50
BRA	SWE	21
BRA	CHE	13
BRA	TUR	3
BRA	GBR	58
BRA	USA	310
CHL	AUT	2
CHL	CAN	7
CHL	FRA	23
CHL	DEU	50
CHL	GRC	1
CHL	ITA	24
CHL	JPN	54
CHL	NLD	12
CHL	ESP	11
CHL	SWE	6
CHL	CHE	1
CHL	TUR	1
CHL	GBR	24
CHL	USA	43
CHN	AUS	20
CHN	AUT	3
CHN	CAN	11
CHN	DNK	5
CHN	FIN	3
CHN	FRA	39
CHN	DEU	67
CHN	GRC	2
CHN	IRL	1
CHN	ITA	36
CHN	JPN	360
CHN	NLD	22
CHN	NOR	2
CHN	PRT	1
CHN	ESP	10
CHN	SWE	9
CHN	CHE	6
CHN	GBR	30
CHN	USA	88
COL	AUT	3
COL	CAN	7
COL	DNK	4
COL	FIN	10
COL	FRA	12
COL	DEU	58
COL	IRL	1
COL	ITA	15
COL	JPN	14
COL	NLD	20
COL	NOR	5
COL	PRT	1
COL	ESP	14
COL	SWE	12
COL	CHE	6
COL	TUR	1
COL	GBR	7
COL	USA	104
IND	AUS	11
IND	AUT	3
IND	CAN	7
IND	DNK	6
IND	FIN	1
IND	FRA	30
IND	DEU	52
IND	GRC	1
IND	IRL	3
IND	ITA	22
IND	JPN	85
IND	NLD	12
IND	NOR	2
IND	PRT	2
IND	ESP	3
IND	SWE	4
IND	CHE	6
IND	GBR	61
IND	USA	92
ISR	AUS	4
ISR	AUT	5
ISR	CAN	4
ISR	DNK	3
ISR	FIN	3
ISR	FRA	26
ISR	DEU	50
ISR	GRC	3
ISR	IRL	3
ISR	ITA	26
ISR	JPN	19
ISR	NLD	17
ISR	NOR	3
ISR	PRT	5
ISR	ESP	3
ISR	SWE	5
ISR	CHE	10
ISR	TUR	2
ISR	GBR	46
ISR	USA	79
ZAF	AUS	10
ZAF	AUT	8
ZAF	CAN	25
ZAF	DNK	11
ZAF	FIN	1
ZAF	FRA	100
ZAF	DEU	112
ZAF	GRC	5
ZAF	IRL	2
ZAF	ITA	122
ZAF	JPN	145
ZAF	NLD	16
ZAF	NOR	3
ZAF	PRT	5
ZAF	ESP	18
ZAF	SWE	5
ZAF	CHE	11
ZAF	GBR	146
ZAF	USA	277
